"count";"username";"datetime";"text"
"115";"mohamadjavadebrs";"20:05:56 21-01-2021";"از تمام جوانب #ملی_پلاس را بررسی کردم. درحقیقت ملی پلاس بانک دههای آینده است.@zibamahdavipour"
"116";"emamia4877";"20:06:21 21-01-2021";"#ملی-پلاس 👍👍👍👍👍👍👌👌👌👌👌💙💙💙💙"
"117";"bmiteller2017";"20:06:26 21-01-2021";"درود، بانک ملی با ایده های خوش‌فکری همچون همین طرح شعب ملی پلاس که نشئت گرفته از افکار مدیرعاملش ((جناب اقای دکتر حسین زاده)) هست، نه تنها بعنوان‌ یک سازمان پیشتاز وPioneer خودش رو مطرح کرده بلکه همچنین داعیه دار ابداعاتی نوین درصنعت بانکداری ایران اسلامیست.. همیشه در اوج باشی ، بانک من.... بانک ملی ایران🌹"
"118";"emamia4877";"20:06:38 21-01-2021";"#ملی-پلاس @emamia9269"
"119";"emamia4877";"20:06:53 21-01-2021";"#ملی-پلاس @m.mirshekar0013"
"120";"neda_meidani";"20:11:14 21-01-2021";"بانک ملی ایران بهترین بانک و نامی که همیشه میدرخشد❤️🌹🌹🌹🌹👏👏👏👌👌👌👌"
"121";"neda_meidani";"20:11:33 21-01-2021";"#ملی_پلاس"
"122";"zahra_am418";"20:13:28 21-01-2021";"💚💚👏👏"
"123";"emamia2521";"20:15:37 21-01-2021";"#ملی-پلاس محیطی متفاوت وزیبا"
"124";"emamia2521";"20:16:33 21-01-2021";"#ملی-پلاس واقعا عالی حرف نداره"
"125";"emamia2521";"20:16:45 21-01-2021";"#ملی-پلاس @emamia6711"
"126";"emamia2521";"20:16:56 21-01-2021";"#ملی-پلاس @emamia4877"
"127";"emamia2521";"20:18:26 21-01-2021";"#ملی-پلاس 👍👍 👍 💙 💙 💙 👌👌👌"
"128";"emamia2521";"20:19:09 21-01-2021";"#ملی-پلاس 👍 👍 👍 👍 💙👌👌👌👌👌👌👌👌👌👌👌👌👌👌❤️"
"129";"nadimig379";"20:42:29 21-01-2021";"#ملی-پلاس، محیطی متفاوت و زیبا"
"130";"nadimig379";"20:42:41 21-01-2021";"#ملی-پلاس عالیه"
"131";"nadimig379";"20:42:51 21-01-2021";"#ملی-پلاس، حرف نداره"
"132";"nadimig379";"20:43:13 21-01-2021";"#ملی-پلاس، @emamia2764"
"133";"nadimig379";"20:43:26 21-01-2021";"#ملی-پلاس، @emamia9269"
"134";"alibasereh1982";"20:43:33 21-01-2021";"بی نظیر، خیلی مشتاقم فرصتی پیدا بشه و حضوری بازدید کنم از این شعبه جذاب❤️"
"135";"nadimig379";"20:43:44 21-01-2021";"#ملی-پلاس، @mmmmmm666h"
"136";"alibasereh1982";"20:43:51 21-01-2021";"#ملی_پلاس"
"137";"nadimig379";"20:44:26 21-01-2021";"#ملی-پلاس عالیه"
"138";"e_ali4560";"20:45:34 21-01-2021";"متفاوت و زیبا"
"139";"e_ali4560";"20:49:15 21-01-2021";"#ملی-پلاس @emamia6711"
"140";"e_ali4560";"20:49:26 21-01-2021";"#ملی-پلاس، @emamia0841"
"141";"e_ali4560";"20:49:58 21-01-2021";"#ملی-پلاس، 👌👌👌👌👌👌👌👌👍👍👍👍👍👍👍❤️❤️❤️💙💙💙💙"
"142";"e_ali4560";"20:50:23 21-01-2021";"#ملی-پلاس، 👌👌👌👍👍👍👍🌹🌹🌹🌹🌹🌹🌹🌹"
"143";"e_ali4560";"20:50:44 21-01-2021";"#ملی-پلاس، زیبا و متفاوت"
"144";"e_ali4560";"20:50:53 21-01-2021";"#ملی-پلاس عالیه"
"145";"e_ali4560";"20:51:06 21-01-2021";"#ملی-پلاس حرف نداره👏👏👏👏👏"
"146";"e_ali4560";"20:52:15 21-01-2021";"#ملی-پلاس، متفاوت و جذاب👏❤️❤️❤️👏👏 👏 👏 👏"
"147";"e_ali4560";"20:52:54 21-01-2021";"#ملی-پلاس، @fatemeh.emami.78"
"148";"e_ali4560";"20:54:44 21-01-2021";"#ملی-پلاس، @emamia0841"
"149";"e_ali4560";"20:55:00 21-01-2021";"#ملی-پلاس، @emamia0841"
"150";"e_ali4560";"20:55:16 21-01-2021";"#ملی-پلاس، @emamia6711"
"151";"e_ali4560";"20:55:28 21-01-2021";"#ملی-پلاس، @emamia0841"
"152";"e_ali4560";"20:55:56 21-01-2021";"#ملی-پلاس 👍 👍 👍 👍 👍 👍 ❤️❤️❤️👏👏👏👏👏"
"153";"j_shaph66";"21:02:42 21-01-2021";"سود بانکی یک ساله چند درصد است"
"154";"reza_shokri1355";"21:04:03 21-01-2021";"دم همه‌مون گرم🌹👍"
"155";"nadimig192";"21:05:17 21-01-2021";"#ملی-پلاس خیلی خوب و عالی"
"156";"nadimig192";"21:05:28 21-01-2021";"#ملی-پلاس عالیه👏👏👏👏👏"
"157";"nadimig192";"21:05:42 21-01-2021";"#ملی-پلاس عالیه"
"158";"nadimig192";"21:06:00 21-01-2021";"#ملی-پلاس @moheb.hadis.4560"
"159";"nadimig192";"21:06:30 21-01-2021";"#ملی-پلاس 👍 👍 👍 👍 👍 👍 👍 👍"
"160";"nadimig192";"21:06:38 21-01-2021";"#ملی-پلاس 👍 👍 👏👏👏👏👏"
"161";"nadimig192";"21:06:49 21-01-2021";"#ملی-پلاس جذاب و زیبا"
"162";"nadimig192";"21:07:15 21-01-2021";"#ملی-پلاس @sport66_ali"
"163";"nadimig192";"21:08:01 21-01-2021";"#ملی-پلاس @emamia4560"
"164";"nadimig192";"21:08:32 21-01-2021";"#ملی-پلاس، @emamia2764"
"165";"nadimig192";"21:08:48 21-01-2021";"#ملی-پلاس، @emamia8407"
"166";"nadimig192";"21:09:12 21-01-2021";"#ملی-پلاس، @ali_______ali_____ali______"
"167";"jonnyallen134";"21:15:04 21-01-2021";"𝐈 invested $300 𝐚𝐧𝐝 𝐠𝐨𝐭 𝐚 𝐩𝐫𝐨𝐟𝐢𝐭 𝐨𝐟 $2,600 𝐢𝐧 𝐭𝐫𝐚𝐝𝐢𝐧𝐠 𝐟𝐨𝐫 5𝐝𝐚𝐲𝐬.𝐢𝐭𝐬 𝐚 𝐰𝐨𝐧𝐝𝐞𝐫𝐟𝐮𝐥 𝐞𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞 𝐭𝐫𝐚𝐝𝐢𝐧𝐠 𝐰𝐢𝐭𝐡 @noah_liam_28 𝐢’𝐦 𝐠𝐫𝐚𝐭𝐞𝐟𝐮𝐥 𝐚𝐧𝐝 𝐟𝐨𝐫𝐞𝐯𝐞𝐫 𝐰𝐢𝐥𝐥 𝐛𝐞. I 𝐡𝐢𝐠𝐡𝐥𝐲 𝐫𝐞𝐜𝐨𝐦𝐦𝐞𝐧𝐝 𝐡im 𝐭𝐨 𝐚𝐧𝐲𝐨𝐧𝐞 𝐬𝐭𝐫𝐮𝐠𝐠𝐥𝐢𝐧𝐠 𝐟𝐢𝐧𝐚𝐧𝐜𝐢𝐚𝐥𝐥𝐲 @noah_liam_28"
"168";"emamia329";"21:16:47 21-01-2021";"#ملی-پلاس 👍 👍 👍 👍"
"169";"emamia329";"21:16:56 21-01-2021";"#ملی-پلاس عالی و زیبا"
"170";"emamia329";"21:17:05 21-01-2021";"#ملی-پلاس 👍 👍 🙌🙌🙌🙌🙌🙌"
"171";"emamia329";"21:17:18 21-01-2021";"#ملی-پلاس، ❤️❤️❤️❤️👏👏👏"
"172";"emamia329";"21:17:28 21-01-2021";"#ملی-پلاس 👍 👍 👍 👍 👍"
"173";"emamia329";"21:17:41 21-01-2021";"#ملی-پلاس متفاوت و زیبا"
"174";"emamia329";"21:17:57 21-01-2021";"#ملی-پلاس 👍👍👏👏👏👏👏👌👌👌👌👌👌👌"
"175";"emamia329";"21:18:23 21-01-2021";"#ملی-پلاس @emamia0841 امامی"
"176";"emamia329";"21:18:46 21-01-2021";"#ملی-پلاس، @emamia92.69"
"177";"emamia329";"21:19:00 21-01-2021";"#ملی-پلاس، @emamia0841"
"178";"emamia329";"21:19:18 21-01-2021";"#ملی-پلاس، @emamia6711"
"179";"emamia329";"21:19:51 21-01-2021";"#ملی-پلاس 🌹🌹🌹🌹🌹🌹🌹🌹🌹👌👌👌👌👌👌👌👌"
"180";"emamia329";"21:20:20 21-01-2021";"#ملی-پلاس عالی و متفاوت"
"181";"shahryar.kamrabi";"21:24:56 21-01-2021";"محیطی جدید و بسیار فوق‌العاده 😍😍😍😍"
"182";"shahryar.kamrabi";"21:25:32 21-01-2021";"@sharyar.1362"
"183";"shahryar.kamrabi";"21:25:42 21-01-2021";"@hosen.1386dd"
"184";"shahryar.kamrabi";"21:25:54 21-01-2021";"@samerassss1365"
"185";"shahryar.kamrabi";"21:26:10 21-01-2021";"@saeedshaterabadi007"
"186";"hosen.1386dd";"21:26:47 21-01-2021";"@abolfzl_kamarabi"
"187";"hosen.1386dd";"21:27:04 21-01-2021";"خیلی عالیه😍😍😍😍"
"188";"hosen.1386dd";"21:27:17 21-01-2021";"@samerassss1365"
"189";"hosen.1386dd";"21:27:23 21-01-2021";"@abolfzl_kamarabi"
"190";"hosen.1386dd";"21:27:36 21-01-2021";"@ali.kamarabi99"
"191";"emamia8407";"21:27:39 21-01-2021";"#ملی-پلاس 👍 👍 👍 👍 👍 خیلی عالی"
"192";"hosen.1386dd";"21:27:44 21-01-2021";"@mehdi_kuorani"
"193";"emamia8407";"21:27:49 21-01-2021";"#ملی-پلاس 🙌🙌🙌🙌🙌👏👏👏👏👏"
"194";"hosen.1386dd";"21:27:53 21-01-2021";"@saeiddaliry6"
"195";"emamia8407";"21:27:58 21-01-2021";"#ملی-پلاس عالی وزیبا"
"196";"hosen.1386dd";"21:28:10 21-01-2021";"@sajadzangishe1986"
"197";"emamia8407";"21:28:14 21-01-2021";"#ملی-پلاس 👌👌👌👌👌👌👌👌🌹🌹🌹🌹"
"198";"emamia8407";"21:28:31 21-01-2021";"#ملی-پلاس متفاوت وزیبا"
"199";"emamia8407";"21:28:52 21-01-2021";"#ملی-پلاس، @emamia48.77"
"200";"emamia8407";"21:28:55 21-01-2021";"#ملی-پلاس، @emamia0841"
"201";"hosen.1386dd";"21:30:16 21-01-2021";"#ملی پلاس#😍😍"
"202";"z.firoz.noroz";"21:32:14 21-01-2021";"مکانی جدید باتکنولوژی پیشرفته برای رفاه مشتریان . دستماریزاد .👏👏👏👏👏👏"
"203";"z.firoz.noroz";"21:34:43 21-01-2021";"🌷🌷👏👏❤️🍀🌻 محیطی بسیار جذاب و عالی خدا قوت 🌻🍀❤️👏👏🌷🌷"
"204";"emamia2764";"21:37:18 21-01-2021";"ملی پلاس فوق‌العاده است"
"205";"emamia2764";"21:37:29 21-01-2021";"#ملی-پلاس واقعا عالیست"
"206";"emamia2764";"21:37:43 21-01-2021";"#ملی-پلاس خیلی عالیه"
"207";"emamia2764";"21:38:14 21-01-2021";"#ملی-پلاس شعبه ای متفاوت👏👏👏👏👏👏"
"208";"emamia2764";"21:38:27 21-01-2021";"#ملی-پلاس 👌👌👌👌👌👌👌👌👌👌"
"209";"emamia2764";"21:38:48 21-01-2021";"#ملی-پلاس عالی🌹🌹🌹🌹👍👍👍👍👍👍👍👍"
"210";"emamia2764";"21:39:12 21-01-2021";"#ملی-پلاس، @emamia2521"
"211";"emamia2764";"21:39:27 21-01-2021";"#ملی-پلاس @emamia4877"
"212";"solamaryam";"21:56:55 21-01-2021";"@smrnouri تا ۲۲ بهمن توی چند پست تکرارش میکنیم و مجموع این پستها ملاک خواهد بود"
"213";"mahshid.kh.1356";"22:37:04 21-01-2021";"❤️ محیطی بسیار عالی و جذاب با امکانات رفاهی بالا ❤️"
"214";"emamia3263";"22:51:59 21-01-2021";"👏👏👏👏👏👏👏👏👏👏به به خیلی عالی"
"215";"emamia3263";"22:52:31 21-01-2021";"#ملی-پلاس، @emamia92.69"
"216";"emamia3263";"22:52:42 21-01-2021";"#ملی-پلاس خیلی عالی و زیبا"
"217";"emamia3263";"22:53:03 21-01-2021";"#ملی-پلاس عالیه👍👍👍👍👍🌹👏👏👏🌹🌹🌹🌹🌹"
"218";"emamia3263";"22:54:48 21-01-2021";"#ملی-پلاس زیبا"
"219";"emamia3263";"22:55:00 21-01-2021";"#ملی-پلاس خیلی عالی بود 👏👏👏👏👏"
"220";"emamia3263";"22:55:25 21-01-2021";"#ملی-پلاس محیطی کاملا متفاوت و زیبا"
"221";"emamia3263";"22:55:41 21-01-2021";"#ملی-پلاس، محیطی کاملا جذاب و متفاوت"
"222";"rahmanfarahmand";"22:55:58 21-01-2021";"@yoosef8997 چرا مردم برای پرداخت حق بیمه تامین اجتماعی بجای مراجعه به سایت تأمین اجتماعی و صدور و پرداخت فیش بیمه، با صرف هزینه اضافه و صرف وقت و عمر خود به کافی نت ها مراجعه می‌کنند،وهزاران کار ساده دیگر که به علت نبود آموزش مردم را روانه اماکن عمومی و دولتی و شلوغ می‌کند........................ آموزش آموزش آموزش"
"223";"emamia3263";"22:56:10 21-01-2021";"#ملی-پلاس @emamia6711"
"224";"emamia3263";"22:56:31 21-01-2021";"#ملی-پلاس، @emamia8407"
"225";"emamia3263";"22:56:50 21-01-2021";"#ملی-پلاس، @emamia92.69"
"226";"emamia3263";"22:57:12 21-01-2021";"#ملی-پلاس، @محیطی کاملاً متفاوت وجذاب"
"227";"emamia3263";"22:58:20 21-01-2021";"#ملی-پلاس، @emamia6711"
"228";"emamia3263";"22:58:33 21-01-2021";"#ملی-پلاس، فوقالعاده"
"229";"fmah214";"22:59:34 21-01-2021";"محیطی جذاب ودوست داشتنی 👌🏻😍"
"230";"afsaneafroozi";"22:59:42 21-01-2021";"امروز بانک ملی اختلال داشته تو سیستمش؟؟ما ی پرداخت میخوایم انجام بده خطا میده"
"231";"fmah214";"22:59:57 21-01-2021";"حقیقتا آرامش اینجاست 👌🏻👌🏻👌🏻👌🏻"
"232";"emamia4877";"23:00:10 21-01-2021";"#ملی-پلاس 👏👏👏👏👏👏👏👏"
"233";"emamia4877";"23:00:21 21-01-2021";"#ملی-پلاس عالی"
"234";"fmah214";"23:00:27 21-01-2021";"بسیار عالی و‌جذاب بود👌🏻"
"235";"emamia4877";"23:00:33 21-01-2021";"#ملی-پلاس 👍 👍 👍 👍 👍 👍 خیلی خیلی عالیه"
"236";"emamia4877";"23:00:45 21-01-2021";"#ملی-پلاس 👍 👍 👍 👍 👍 👌👌👌👌👌👌"
"237";"asghar.masoumi";"23:00:48 21-01-2021";"👏👏👏👏 خدا قوت با تشکر فروان از مکانی که برای آسایش مردم در حوزه بانکداری دیجیتال فراهم کرده اید ."
"238";"emamia4877";"23:00:58 21-01-2021";"#ملی-پلاس 👌👌👌👌👌🌹🌹🌹🌹👍👍👍👍👍"
"239";"sohrabi1681";"23:01:23 21-01-2021";"کیف کردم از افتتاح ملی پلاس👏👏👏👏"
"240";"asghar.masoumi";"23:01:28 21-01-2021";"محیطی بسیا ر عالی در بانکداری دیجیتال ."
"241";"emamia4877";"23:02:23 21-01-2021";"#ملی-پلاس، @emamia8407 امامی"
"242";"emamia4877";"23:02:43 21-01-2021";"عالی@emamia48.77"
"243";"e_eb_2546";"23:03:46 21-01-2021";"عالی"
"244";"e_eb_2546";"23:03:56 21-01-2021";"عالی@emamia329"
"245";"e_eb_2546";"23:04:19 21-01-2021";"محیطی جذاب و زیبا@emamia4877"
"246";"e_eb_2546";"23:04:35 21-01-2021";"#ملی-پلاس، @emamia4877"
"247";"e_eb_2546";"23:04:51 21-01-2021";"#ملی-پلاس، محیطی کاملا عالی"
"248";"e_eb_2546";"23:05:04 21-01-2021";"#ملی-پلاس 👌👌👌👌👌👌👌👌👌👍👍👍👍👍"
"249";"e_eb_2546";"23:05:35 21-01-2021";"#ملی-پلاس، @emamia4877"
"250";"e_eb_2546";"23:05:56 21-01-2021";"نتیجه #ملی-پلاس @emamia8407"
"251";"e_eb_2546";"23:07:08 21-01-2021";"#ملی-پلاس ❤️❤️🔥🔥👏👏👏👏👏👏"
"252";"alirezafarbod1390";"23:16:19 21-01-2021";"ملی پلاس عالیه"
"253";"alirezafarbod1390";"23:16:25 21-01-2021";"@minakhalilian74"
"254";"alirezafarbod1390";"23:16:29 21-01-2021";"@khdyjhqj"
"255";"solmaz_poorfahim1369";"23:17:30 21-01-2021";"@rozita_drfshi"
"256";"mohamad_najafgholilo";"23:43:49 21-01-2021";"محیط و امکاناتش منو جذب کرد @video_clip_funn @donya_nazimi @mohamad_mohamadi103"
"257";"hosen.1386dd";"23:44:30 21-01-2021";"1,@shahryar.kamrabi"
"258";"hosen.1386dd";"23:44:43 21-01-2021";"@r_shrifi"
"259";"hosen.1386dd";"23:44:53 21-01-2021";"@saiid.rostami.67"
"260";"hosen.1386dd";"23:45:15 21-01-2021";"@hamzhkhodadadi.1368"
"261";"hosen.1386dd";"23:45:20 21-01-2021";"@shahab_nejati_299"
"262";"hosen.1386dd";"23:45:35 21-01-2021";"@alizanknl"
